Name,StartRequestNumber,NotUsedNumber,Unused
GCash,12,6,android.permission.RECEIVE_SMS,android.permission.READ_SMS,android.permission.READ_CONTACTS,android.permission.READ_PHONE_STATE,com.google.android.providers.gsf.permission.READ_GSERVICES,com.globe.gcash.android.permission.MAPS_RECEIVE
Money on Mobile, 13, 10,android.permission.READ_EXTERNAL_STORAGE,com.google.android.psf.perroviders.gmission.READ_GSERVICES,com.google.android.c2dm.permission.RECEIVE,android.permission.GET_ACCOUNTS,android.permission.WAKE_LOCK,android.permission.READ_CONTACTS,com.mom.app.permission.C2D_MESSAGE,android.permission.USE_CREDENTIALS,android.permission.GET_ACCOUNTS,android.permission.READ_PROFILE
mPay, 14, 10,android.permission.BATTERY_STATS,android.permission.CAMERA,android.permission.GET_ACCOUNTS,android.permission.READ_CONTACTS,android.permission.READ_EXTERNAL_STORAGE,android.permission.VIBRATE,android.permission.WAKE_LOCK,com.google.android.c2dm.permission.RECEIVE,com.palomar.mpay.permission.C2D_MESSAGE,org.simalliance.openmobileapi.SMARTCARD
OxigenWallet, 18,14,android.hardware.camera,android.permission.READ_CONTACTS,android.permission.GET_ACCOUNTS,android.permission.USE_CREDENTIALS,android.permission.READ_EXTERNAL_STORAGE,android.permission.WAKE_LOCK,android.permission.READ_PHONE_STATE,android.permission.READ_SMS,android.permission.RECEIVE_SMS,android.permission.ACCESS_COARSE_LOCATION,android.permission.ACCESS_FINE_LOCATION,android.permission.VIBRATE,com.oxigen.oxigenwallet.permission.C2D_MESSAGE,com.google.android.c2dm.permission.RECEIVE
Zuum,16,8,android.permission.ACCESS_WIFI_STATE,android.permission.VIBRATE,android.permission.FLASHLIGHT,android.permission.CHANGE_WIFI_STATE,android.permission.GET_TASKS,com.google.android.c2dm.permission.RECEIVE,android.permission.GET_ACCOUNTS,android.permission.WAKE_LOCK
